,iso_code,country,year,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_demand,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_exc_biofuel_electricity,other_renewable_electricity,renewables_electricity,solar_electricity,wind_electricity,electricity_generation,greenhouse_gas_emissions,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gdp,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,net_elec_imports_share_demand,net_elec_imports,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_elec_per_capita,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_share_elec_exc_biofuel,other_renewables_share_elec,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
5420,OWID_EUR,Europe,1999,-4.099,-143.194,2.734,80.522,1.585,60.51,-0.609,-147.111,0.0,0.0,12.58,0.021,0.568,5.083,6.995,0.0,26.196,-5.531,18.617,-261.669,4469.113,1518.35,6150.458,3350.398,4610.863,0.0,0.0,1103.281,2256.957,846.334,707.999,1162.085,307.342,0.0,37.737,760.059,0.1,14.223,4211.608,0.0,0.0,33036.795,-0.984,80.411,-191.82,19303.094,26565.176,3106.054,53.589,0.0,20.095,3.983,22.657,208.326,5438.863,1164.736,7485.042,3025.498,4163.73,16.811,0.72,6.922,11.88,1661.615,974.358,2286.737,45.639,1922.144,2645.281,0.96,19.589,44.709,4702.501,6471.645,0.0,0.0,27.592,0.634,12.039,18.216,2890.15,1599.277,3977.463,7.297,-1.453,39.137,-138.477,9395.103,422.968,12929.677,3878.549,5337.711,0.0,51.934,5.495,0.441,5.513,105.832,0.0,0.896,145.648,5796.072,726631500.0,24005.576,1046.004,18.047,1.484,7.55,26.494,1812.351,2494.182,0.002,4.719,0.001,0.011,0.253,0.138,0.349,0.338,27.449,0.165,8.522,39.568,19.574,54.453
5421,OWID_EUR,Europe,2000,-3.644,-122.105,2.438,73.752,0.62,24.054,1.155,277.258,0.802,47.557,56.178,0.033,2.855,7.938,10.927,378.729,27.247,2.905,18.939,129.846,4598.958,1615.683,6330.266,3228.293,4443.602,4299.62,34.55,1173.8,2338.17,886.41,736.37,1169.93,277.96,6.67,41.22,799.97,0.12,22.26,4308.07,1631.59,0.0,33424.237,0.841,80.161,162.36,19465.454,26793.329,3218.387,54.274,0.0,20.576,2.686,23.0,146.073,5584.936,1220.104,7687.422,3099.25,4265.98,17.093,3.257,7.066,54.119,1715.733,1013.58,2361.63,45.726,1969.9,2711.479,2.443,19.839,114.898,4817.399,6630.935,-0.197,-8.45,27.157,0.804,11.998,23.243,2913.393,1610.356,4010.155,6.452,-1.209,38.223,-113.559,9281.544,382.6,12775.641,3902.603,5371.759,9.181,56.737,11.107,0.484,11.755,117.587,0.155,0.957,161.853,5929.866,726503746.0,24282.834,1101.123,18.569,5.057,7.841,91.655,1904.006,2620.78,0.003,47.452,0.002,0.12,0.374,0.165,0.514,0.517,57.64,0.257,22.807,62.374,30.64,85.855
5422,OWID_EUR,Europe,2001,-0.758,-24.457,1.281,39.688,-2.766,-107.953,1.087,263.854,0.842,50.858,16.028,0.038,1.272,9.211,12.674,374.591,26.787,-0.913,18.564,-42.011,4556.948,1617.028,6270.448,3203.836,4408.537,4379.88,36.96,1175.15,2359.46,909.02,751.0,1205.99,275.29,6.63,43.59,821.55,0.2,26.76,4387.0,1643.33,0.0,33776.687,1.017,80.106,198.045,19663.499,27057.331,3246.66,53.783,0.0,20.721,1.963,23.199,109.656,5694.592,1250.828,7835.868,3138.939,4319.236,17.119,-1.554,6.881,-26.658,1689.075,1033.39,2324.198,46.217,2027.54,2789.932,1.366,19.894,65.809,4883.208,6719.383,-0.163,-7.12,27.49,2.494,12.165,72.665,2986.058,1659.464,4108.869,6.275,1.405,38.343,130.4,9411.944,378.804,12951.015,3794.65,5221.507,9.123,59.981,5.508,0.505,6.476,124.063,0.151,0.994,170.713,6036.592,726734609.0,24546.688,1130.468,18.727,-0.36,7.729,-6.856,1897.151,2610.514,0.005,25.748,0.002,0.096,0.47,0.275,0.646,0.61,19.17,0.303,11.957,74.332,36.822,102.282
5423,OWID_EUR,Europe,2002,-0.871,-27.917,2.818,88.44,-0.622,-23.595,-0.403,-98.806,0.961,58.395,31.995,0.05,2.947,12.158,16.716,380.714,26.998,-0.053,18.629,-2.433,4554.515,1639.687,6262.302,3175.919,4366.776,4421.06,42.47,1192.53,2422.59,946.65,680.3,1228.19,283.41,6.84,49.31,766.32,0.28,36.43,4417.1,1681.65,0.0,33614.972,-0.088,80.36,-17.253,19646.245,27012.893,3330.976,54.846,0.0,21.431,0.318,23.367,18.124,5712.716,1301.61,7854.789,3227.379,4437.531,15.402,-8.453,6.325,-142.78,1546.295,935.388,2126.101,45.154,1994.51,2742.381,-1.67,19.64,-81.553,4801.656,6602.107,0.09,3.96,27.805,0.59,12.286,17.612,3003.67,1688.718,4129.94,6.416,-0.35,38.363,-32.945,9378.999,389.679,12895.802,3771.055,5185.067,9.405,67.8,11.956,0.568,14.833,138.897,0.155,1.116,190.978,6073.356,727291433.0,24447.881,1053.663,17.349,-5.227,7.354,-99.165,1797.986,2472.167,0.006,61.554,0.003,0.289,0.759,0.385,1.043,0.825,34.368,0.409,25.546,99.878,50.09,137.328
5424,OWID_EUR,Europe,2003,-0.763,-24.225,1.057,34.126,-4.284,-161.553,1.783,435.97,1.109,68.82,26.69,0.062,3.245,15.403,21.154,387.303,27.591,3.979,19.031,181.222,4735.736,1711.521,6503.974,3151.693,4328.475,4515.76,50.11,1246.21,2529.16,1015.23,639.92,1244.56,267.72,7.65,57.76,742.95,0.42,44.85,4516.67,1749.32,0.0,34175.001,2.489,80.917,489.029,20135.275,27653.398,3473.5,55.996,0.0,22.477,4.522,23.996,258.322,5971.038,1394.297,8200.515,3261.504,4479.287,14.168,-6.697,5.798,-103.559,1442.736,878.854,1981.426,44.004,1987.51,2729.608,-1.105,19.083,-53.059,4748.596,6521.631,-0.02,-0.91,27.555,0.207,12.096,6.231,3009.901,1709.255,4133.74,5.927,0.528,37.89,49.485,9428.484,367.681,12948.909,3609.502,4957.221,10.506,79.326,13.726,0.635,19.065,157.961,0.169,1.279,216.941,6203.108,728130211.0,24883.851,1020.353,16.449,-3.298,6.987,-59.29,1738.695,2387.891,0.009,68.269,0.005,0.518,1.277,0.577,1.754,0.993,21.468,0.488,21.441,121.319,61.596,166.617
5425,OWID_EUR,Europe,2004,-3.112,-98.093,3.452,112.593,-4.328,-156.202,1.437,357.62,1.325,83.781,32.971,0.081,5.078,20.481,28.088,376.743,26.181,-1.655,18.451,-78.395,4657.341,1655.2,6387.251,3053.6,4187.818,4609.42,61.09,1206.91,2533.11,1085.52,688.75,1258.56,240.68,7.87,68.96,818.18,0.7,59.77,4609.85,1736.73,0.0,34617.064,0.767,80.383,154.48,20289.754,27826.101,3473.998,54.95,0.0,23.548,2.422,24.229,144.628,6115.666,1488.721,8387.252,3374.097,4627.359,14.941,6.978,6.115,100.674,1543.41,944.577,2116.688,45.05,2076.74,2848.116,4.278,19.617,203.14,4951.737,6790.99,-0.009,-0.43,27.302,0.968,12.04,29.149,3039.05,1726.035,4167.863,5.221,0.936,37.703,88.247,9516.731,330.077,13051.599,3453.3,4735.98,10.793,94.574,17.906,0.738,28.284,186.245,0.171,1.496,255.423,6322.115,729162672.0,25241.471,1122.082,17.749,10.007,7.578,173.991,1912.687,2623.127,0.015,59.231,0.008,0.756,2.033,0.96,2.788,1.297,32.31,0.636,39.198,160.517,81.971,220.139
5426,OWID_EUR,Europe,2005,-2.168,-66.217,-2.913,-98.293,-7.972,-275.312,0.515,129.975,1.522,97.314,74.136,0.141,15.184,35.665,48.835,375.43,25.466,-2.369,17.922,-110.322,4547.02,1628.496,6226.087,2987.384,4090.525,4667.31,71.07,1189.32,2575.03,1148.01,696.9,1246.21,237.7,7.94,79.01,848.95,1.48,71.56,4670.19,1753.33,0.0,34740.274,0.567,80.424,115.031,20404.785,27939.592,3525.903,55.138,0.0,24.582,2.614,24.735,159.848,6275.513,1571.932,8592.858,3275.804,4485.449,14.922,-0.359,6.061,-5.54,1537.87,954.242,2105.754,44.862,2095.16,2868.833,0.302,19.576,14.944,4966.681,6800.71,-0.062,-2.88,26.684,-1.736,11.77,-52.765,2986.285,1706.394,4089.021,5.09,0.688,37.768,65.505,9582.236,325.475,13120.647,3177.989,4351.514,10.872,108.186,13.625,0.834,25.376,211.621,0.17,1.692,289.766,6394.735,730317952.0,25371.446,1162.439,18.178,3.54,7.806,67.709,1980.395,2711.689,0.032,96.642,0.016,1.965,3.998,2.027,5.475,1.532,19.141,0.754,30.725,191.241,97.985,261.86
5427,OWID_EUR,Europe,2006,-0.36,-10.766,-2.201,-72.087,-7.536,-239.499,0.839,212.964,1.686,109.678,55.971,0.217,19.962,55.627,76.035,380.013,26.087,4.705,18.609,213.932,4760.952,1697.087,6507.64,2976.617,4068.669,4754.25,80.24,1241.58,2649.39,1172.33,683.4,1251.13,235.48,9.17,89.41,858.95,2.5,83.64,4759.47,1808.66,0.0,34970.739,0.944,80.507,192.557,20597.342,28154.032,3621.39,55.666,0.0,24.632,-0.747,24.346,-46.852,6228.661,1602.431,8513.82,3203.717,4379.087,14.359,-2.335,5.871,-35.911,1501.959,934.124,2052.993,44.334,2110.08,2884.22,0.411,19.493,20.407,4987.088,6816.735,-0.11,-5.22,26.287,-0.819,11.577,-24.459,2961.827,1710.141,4048.453,4.948,0.266,37.553,25.477,9607.713,321.872,13132.571,2938.489,4016.553,12.534,122.212,12.765,0.933,27.013,238.634,0.193,1.879,326.184,6505.61,731594771.0,25584.41,1174.079,18.047,2.266,7.916,44.866,2025.261,2768.283,0.053,68.746,0.026,2.749,6.747,3.417,9.222,1.757,16.238,0.869,31.053,222.294,114.326,303.849
5428,OWID_EUR,Europe,2007,-1.899,-56.511,-4.402,-141.025,-4.871,-143.141,-0.914,-233.856,1.851,121.568,39.159,0.305,21.783,77.41,105.606,380.745,25.749,1.302,19.025,62.001,4822.952,1690.78,6579.707,2920.106,3983.748,4809.72,89.11,1239.35,2705.66,1254.62,695.86,1202.29,211.69,10.31,99.42,905.27,3.81,106.18,4813.22,1832.61,0.0,34584.436,-0.883,80.533,-181.866,20415.476,27851.768,3691.191,56.213,0.0,26.066,-0.883,24.353,-55.029,6173.632,1711.613,8422.371,3062.692,4178.271,14.457,-0.262,5.909,-3.929,1498.03,949.325,2043.683,43.787,2107.56,2875.234,-1.043,19.467,-51.991,4935.097,6732.695,-0.073,-3.5,24.979,-5.312,11.063,-157.322,2804.505,1640.221,3826.039,4.398,-1.965,37.155,-188.837,9418.876,288.798,12849.69,2795.348,3813.547,14.065,135.634,10.72,1.042,25.583,264.217,0.214,2.066,360.457,6566.425,733004676.0,25350.553,1235.013,18.808,5.201,8.405,105.332,2130.593,2906.656,0.079,50.227,0.04,3.389,10.135,5.198,13.827,2.206,26.319,1.108,58.507,280.801,144.856,383.082
5429,OWID_EUR,Europe,2008,-2.298,-67.097,4.626,141.685,-4.785,-133.758,-0.546,-138.512,2.039,134.854,37.265,0.421,28.846,106.256,144.665,373.079,24.417,-5.662,18.046,-273.095,4549.858,1614.812,6194.498,2853.009,3884.285,4851.8,99.05,1186.08,2698.42,1311.76,715.15,1205.39,200.58,10.71,109.76,953.71,7.47,121.33,4857.52,1812.24,0.0,34325.425,-1.425,79.821,-290.968,20124.508,27398.905,3673.817,55.551,0.0,27.005,1.383,24.826,85.401,6259.033,1785.921,8521.49,3204.377,4362.662,14.723,4.501,6.209,67.432,1565.461,973.655,2131.328,44.449,2159.1,2939.549,3.089,20.179,152.455,5087.553,6926.548,-0.118,-5.72,24.815,-0.688,11.047,-19.306,2785.199,1641.102,3791.963,4.129,-1.096,36.949,-103.275,9315.601,273.084,12682.917,2661.59,3623.673,14.581,149.435,9.944,1.152,26.274,290.491,0.22,2.26,395.495,6613.365,734500462.0,25212.041,1298.447,19.634,8.062,9.132,171.761,2302.354,3134.585,0.154,95.363,0.079,9.666,19.801,10.17,26.958,2.498,14.082,1.271,39.544,320.344,165.187,436.139
5430,OWID_EUR,Europe,2009,-5.435,-155.075,-5.264,-168.686,-5.565,-148.123,-5.906,-1489.036,2.36,148.134,18.354,0.53,19.502,125.758,170.862,360.243,23.25,-10.426,17.179,-474.383,4075.475,1459.396,5537.155,2697.934,3665.553,4615.82,109.03,1074.15,2476.07,1222.04,718.9,1155.99,179.88,11.0,120.03,987.99,14.15,134.91,4620.05,1664.34,0.0,32231.298,-7.053,78.848,-1419.364,18705.144,25413.773,3364.116,53.594,0.0,26.451,-7.737,24.342,-484.275,5774.759,1660.327,7845.891,3035.692,4124.447,15.56,-1.168,6.522,-18.29,1547.171,976.735,2102.067,46.406,2143.98,2912.922,-1.369,21.152,-69.673,5017.88,6817.551,-0.092,-4.23,25.021,-5.365,11.111,-149.429,2635.77,1570.588,3581.093,3.893,-4.946,37.326,-460.706,8854.895,244.394,12030.727,2513.467,3414.925,14.945,163.079,9.048,1.335,26.283,316.774,0.238,2.598,430.385,6277.038,736023886.0,23723.005,1342.334,21.385,3.464,10.041,79.756,2382.11,3236.458,0.306,88.043,0.157,17.433,37.234,19.225,50.588,2.92,10.872,1.497,34.828,355.172,183.296,482.555
5431,OWID_EUR,Europe,2010,-1.161,-31.317,2.159,65.552,-7.476,-187.9,3.662,868.812,2.593,169.539,18.729,0.607,23.553,149.311,202.448,355.899,22.405,4.523,17.322,184.344,4259.819,1465.016,5775.81,2666.617,3615.615,4817.63,125.04,1080.49,2568.25,1311.72,753.19,1190.51,176.04,11.06,136.1,1063.76,23.37,151.1,4822.52,1716.33,0.0,33343.57,2.858,78.236,534.527,19239.671,26086.699,3482.241,53.255,0.0,27.2,7.874,25.331,454.711,6229.469,1778.536,8446.424,3101.244,4204.917,15.618,9.507,6.89,147.094,1694.266,1021.236,2297.222,46.745,2254.27,3056.521,6.662,21.764,334.285,5352.166,7256.898,-0.102,-4.89,24.686,2.093,10.942,55.155,2690.925,1614.19,3648.573,3.65,-1.18,35.582,-104.528,8750.368,238.689,11864.464,2325.566,3153.19,14.996,184.535,12.675,1.451,40.151,356.925,0.229,2.822,483.947,6538.762,737528005.0,24591.817,1442.332,22.058,11.718,10.822,279.13,2661.241,3608.325,0.485,62.904,0.247,23.422,60.656,31.687,82.243,3.133,12.645,1.627,44.911,400.083,204.874,542.465
5432,OWID_EUR,Europe,2011,3.547,94.598,-8.163,-253.164,-8.753,-203.564,-2.289,-562.814,2.793,180.736,6.082,0.659,9.081,158.392,214.339,359.909,23.351,4.241,18.48,180.658,4440.476,1511.087,6008.948,2761.215,3736.533,4772.39,133.56,1116.66,2548.28,1250.0,673.47,1184.71,181.62,11.64,145.2,1049.14,47.72,182.75,4782.13,1721.13,0.0,32516.539,-2.51,78.059,-482.91,18756.761,25382.033,3448.385,53.288,0.0,26.139,-6.827,24.155,-425.296,5804.174,1691.526,7854.333,2848.08,3854.08,14.083,-12.869,6.144,-218.041,1476.225,911.353,1997.658,46.712,2233.85,3022.892,-1.493,21.941,-79.904,5272.261,7134.532,-0.204,-9.74,24.774,-1.369,11.045,-36.835,2654.09,1603.174,3591.569,3.798,-2.723,35.424,-238.272,8512.096,245.772,11518.752,2122.002,2871.537,15.751,196.488,6.124,1.576,21.857,378.782,0.243,3.036,512.575,6471.276,738977888.0,24029.003,1419.718,21.939,-1.618,10.896,-43.069,2618.171,3542.963,0.998,99.578,0.504,60.4,121.057,64.576,163.816,3.822,20.904,2.013,83.633,483.716,247.301,654.575
5433,OWID_EUR,Europe,2012,0.239,6.594,0.949,27.035,-8.108,-172.046,-0.377,-90.705,3.091,200.983,8.454,0.718,13.39,171.782,232.024,355.97,24.421,2.241,18.965,99.492,4539.968,1587.749,6132.093,2767.809,3738.451,4799.55,148.8,1175.51,2482.91,1130.69,725.22,1163.22,176.71,11.97,160.77,1167.4,72.15,209.26,4813.53,1713.47,0.0,32333.207,-1.774,76.965,-332.714,18424.047,24885.167,3353.64,51.582,0.0,23.49,-2.532,23.633,-146.947,5657.227,1527.211,7641.163,2875.114,3883.386,15.066,9.213,6.735,136.001,1612.226,979.547,2177.617,48.418,2330.62,3147.944,4.59,23.035,242.009,5514.27,7448.066,-0.291,-13.98,24.166,-3.11,10.742,-82.537,2571.553,1571.149,3473.37,3.671,-3.351,34.367,-285.259,8226.837,238.68,11111.911,1949.956,2633.785,16.168,217.15,10.807,1.753,40.935,419.717,0.249,3.34,566.908,6501.584,740362610.0,23938.298,1576.795,24.252,12.396,12.293,324.545,2942.717,3974.696,1.499,52.92,0.773,64.063,185.12,97.452,250.039,4.347,14.503,2.314,70.156,553.872,282.645,748.109
5434,OWID_EUR,Europe,2013,-5.307,-146.882,-2.604,-74.863,-5.163,-100.677,-1.033,-247.28,3.322,213.742,-8.547,0.663,-14.682,157.1,211.814,343.278,23.983,-3.294,18.532,-149.555,4390.413,1542.899,5919.491,2620.927,3533.732,4758.81,158.53,1144.35,2352.81,1059.07,774.02,1146.3,149.39,12.13,170.66,1272.39,87.21,240.5,4771.5,1637.95,0.0,31942.02,-2.246,76.022,-413.734,18010.313,24282.865,3172.236,49.31,0.0,22.196,-2.004,23.401,-113.366,5543.861,1427.918,7474.659,2800.252,3775.511,16.222,5.089,7.152,82.052,1694.278,1043.592,2284.354,50.69,2418.69,3261.061,3.019,23.978,166.453,5680.723,7659.18,-0.267,-12.69,24.024,-1.785,10.661,-45.911,2525.642,1545.528,3405.262,3.131,-1.833,34.089,-150.813,8076.025,201.419,10888.715,1849.279,2493.338,16.355,230.097,6.236,1.882,26.175,445.892,0.254,3.577,601.185,6433.297,741688147.0,23691.017,1715.532,26.666,7.217,13.318,212.364,3155.081,4253.918,1.828,20.233,0.939,37.455,222.575,117.583,300.092,5.04,14.69,2.681,81.364,635.235,324.26,856.472
5435,OWID_EUR,Europe,2014,-8.814,-231.02,-4.98,-139.443,0.473,8.754,-3.848,-911.581,3.588,226.28,6.23,0.733,9.788,166.887,224.621,329.916,22.556,-6.086,18.101,-267.18,4123.234,1422.394,5549.646,2389.907,3216.681,4672.72,168.12,1056.8,2217.45,1011.48,769.21,1160.25,149.17,12.49,180.61,1307.53,99.7,258.01,4685.23,1545.73,0.0,30659.845,-5.342,74.841,-962.037,17048.277,22946.025,2984.563,47.329,0.0,21.589,-9.809,21.95,-543.807,5000.054,1361.395,6729.798,2660.808,3581.299,16.418,-3.258,7.195,-55.204,1639.074,1035.314,2206.102,52.671,2467.78,3321.494,0.888,25.159,50.455,5731.178,7713.844,-0.268,-12.51,24.764,0.028,11.09,0.697,2526.339,1561.631,3400.311,3.184,-1.87,34.79,-151.05,7924.975,200.774,10666.581,1858.033,2500.809,16.811,243.091,6.173,2.078,27.526,473.418,0.267,3.855,637.194,6306.057,742972983.0,22779.437,1759.862,27.907,1.577,14.069,49.758,3204.839,4313.533,2.128,13.008,1.104,28.953,251.528,134.191,338.543,5.507,6.092,2.959,38.696,673.931,347.267,907.073
5436,OWID_EUR,Europe,2015,-8.227,-196.627,-1.969,-52.381,4.292,79.739,0.873,198.934,3.795,240.546,0.914,0.733,1.526,168.413,226.294,328.109,21.967,-4.267,17.178,-175.958,3947.276,1392.474,5303.898,2193.28,2947.076,4707.41,179.02,1036.31,2229.96,1043.17,728.43,1149.63,150.48,12.55,191.57,1337.9,110.36,307.54,4717.49,1547.85,0.0,30875.679,0.679,74.696,115.73,17164.007,23063.008,2996.363,47.27,0.0,22.113,1.839,22.16,91.946,5092.0,1401.691,6842.047,2608.427,3504.903,15.441,-1.837,7.002,-30.113,1608.961,978.78,2161.936,52.73,2487.53,3342.455,1.452,25.304,83.205,5814.383,7812.696,-0.214,-10.08,24.37,-3.042,10.66,-76.851,2449.489,1544.74,3291.34,3.19,2.52,35.358,199.741,8124.716,202.198,10917.064,1937.772,2603.755,16.863,257.41,6.24,2.189,29.539,502.957,0.266,4.061,675.816,6338.818,744222364.0,22978.371,1797.715,28.36,4.994,14.644,160.055,3364.894,4521.356,2.339,10.422,1.209,26.213,277.742,148.289,373.197,6.519,19.719,3.511,132.89,806.821,413.237,1084.112
5437,OWID_EUR,Europe,2016,-4.263,-93.505,-0.348,-9.087,0.75,14.541,1.32,303.316,3.825,244.674,1.92,0.737,3.234,171.647,230.262,323.738,20.185,-3.621,16.341,-142.914,3804.363,1291.195,5103.508,2099.775,2816.821,4755.14,182.39,962.51,2266.27,1148.65,760.59,1124.98,155.11,12.75,195.14,1377.11,113.8,307.58,4768.36,1543.7,0.0,31232.083,1.919,75.138,329.413,17493.42,23467.197,3040.172,47.527,0.0,24.089,5.546,23.084,282.389,5374.389,1540.899,7209.679,2599.34,3486.982,15.951,1.758,7.032,28.287,1637.248,1020.322,2196.346,52.473,2502.09,3356.521,-0.449,24.862,-26.097,5788.286,7764.911,-0.278,-13.22,23.593,-3.271,10.177,-80.123,2369.365,1509.146,3178.473,3.253,2.338,35.713,189.938,8314.654,208.078,11154.01,1952.313,2619.003,17.104,261.778,1.762,2.198,8.861,511.819,0.267,4.092,686.598,6396.693,745441389.0,23281.687,1847.375,28.88,1.606,14.685,54.027,3418.921,4586.438,2.387,3.067,1.23,8.519,286.261,152.661,384.015,6.45,0.635,3.487,5.126,811.946,412.615,1089.216
5438,OWID_EUR,Europe,2017,-4.046,-84.947,1.057,27.472,-1.694,-33.075,0.985,229.298,3.907,250.456,7.625,0.786,13.088,184.735,247.436,320.077,19.331,-3.425,15.627,-130.284,3674.079,1239.102,4921.106,2014.828,2698.682,4779.63,186.99,925.11,2268.83,1195.92,703.03,1125.03,147.8,12.84,199.83,1391.87,122.52,366.49,4785.73,1531.8,0.0,31490.871,1.328,75.394,232.388,17725.808,23742.142,3038.896,47.408,0.0,24.989,3.975,23.768,213.641,5588.029,1601.828,7484.674,2626.813,3518.382,14.69,-10.777,6.213,-176.447,1460.8,941.646,1956.612,52.592,2516.9,3371.163,-0.053,24.606,-3.09,5785.196,7748.755,-0.128,-6.1,23.508,-1.226,9.954,-29.048,2340.317,1506.878,3134.647,3.088,1.792,35.999,149.031,8463.685,197.965,11336.362,1919.238,2570.648,17.198,267.654,3.19,2.246,16.326,528.145,0.268,4.176,707.403,6410.059,746596844.0,23510.985,1864.286,29.084,0.759,14.652,25.958,3444.879,4614.108,2.56,8.522,1.321,24.396,310.657,164.105,416.097,7.658,18.301,4.086,148.596,960.542,490.881,1286.561
5439,OWID_EUR,Europe,2018,0.366,7.371,-4.286,-112.594,-1.023,-19.633,0.114,26.794,4.002,256.819,8.4,0.851,15.518,200.253,267.858,308.903,18.287,-2.447,15.227,-89.917,3584.162,1173.488,4794.172,2022.199,2704.889,4791.44,192.0,877.31,2194.2,1172.06,766.6,1117.66,144.83,13.59,205.59,1485.6,129.75,383.66,4797.46,1481.95,0.0,31484.09,-1.188,74.413,-210.638,17515.17,23428.259,2934.958,45.737,0.0,24.431,-1.875,23.296,-104.783,5483.246,1567.745,7334.385,2514.219,3363.014,15.979,10.023,6.828,146.414,1607.214,1025.403,2149.806,54.263,2603.26,3482.116,4.104,25.587,237.432,6022.628,8055.856,-0.126,-6.02,23.297,-0.592,9.884,-13.855,2326.462,1494.98,3111.872,3.019,-0.188,35.89,-15.937,8447.749,193.724,11299.702,1899.605,2540.908,18.178,274.997,2.662,2.304,14.059,542.203,0.283,4.285,725.25,6417.074,747608696.0,23537.779,1987.136,30.966,7.295,15.703,251.287,3696.166,4943.984,2.705,10.844,1.463,33.688,344.345,173.553,460.596,7.997,4.332,4.258,41.608,1002.15,513.183,1340.474
5440,OWID_EUR,Europe,2019,-10.998,-222.405,-6.45,-162.165,-3.13,-59.46,-1.508,-354.975,4.182,265.613,3.972,0.898,7.953,208.207,278.209,291.661,15.143,-13.708,13.341,-491.312,3092.851,961.716,4132.723,1799.794,2404.916,4747.58,198.78,719.73,2104.09,1246.64,726.18,1125.43,137.72,13.69,212.47,1523.5,143.36,441.49,4753.02,1386.27,0.0,30977.259,-2.73,73.49,-478.208,17036.962,22765.08,2811.521,44.268,0.0,26.228,0.939,23.874,51.495,5534.741,1665.782,7395.621,2352.054,3142.855,15.278,-3.255,6.707,-52.312,1554.902,970.334,2077.686,55.732,2648.93,3539.545,2.046,26.51,123.233,6145.861,8212.204,-0.115,-5.44,23.678,-1.015,9.933,-23.619,2302.843,1503.819,3077.098,2.898,-0.454,36.274,-38.391,8409.357,184.024,11236.736,1840.145,2458.833,18.293,283.906,3.748,2.426,20.32,562.524,0.288,4.47,751.654,6351.066,748381407.0,23182.805,2035.727,32.053,3.973,16.577,146.852,3843.018,5135.106,3.016,9.847,1.632,33.906,378.252,191.56,505.426,9.289,13.669,4.914,136.985,1139.134,589.926,1522.131
5441,OWID_EUR,Europe,2020,-14.615,-263.036,-7.073,-166.36,5.591,102.885,-7.561,-1752.893,4.421,271.392,1.307,0.984,2.721,210.928,281.671,270.478,12.84,-15.594,12.182,-482.299,2610.552,788.175,3486.115,1536.758,2052.175,4591.36,203.23,590.22,1898.81,1183.97,775.34,1049.62,124.62,13.62,216.85,1648.18,168.21,487.78,4596.61,1243.28,0.0,28617.347,-10.407,71.227,-1772.968,15263.994,20383.426,2535.657,41.309,0.0,25.757,-2.236,25.25,-123.769,5410.972,1581.065,7225.779,2185.694,2918.76,16.868,3.981,7.545,61.902,1616.804,1035.383,2159.069,58.691,2697.8,3602.622,0.327,28.773,20.073,6165.934,8233.944,-0.114,-5.25,22.835,-10.286,9.641,-236.881,2065.962,1401.655,2758.871,2.711,-13.876,33.796,-1166.901,7242.457,166.417,9671.532,1943.03,2594.709,18.188,289.58,1.758,2.671,9.889,572.413,0.296,4.718,764.396,6138.279,748843389.0,21429.911,2200.968,35.856,6.686,19.132,256.954,4099.972,5475.073,3.659,16.656,2.059,63.003,441.254,224.626,589.248,10.612,10.485,5.873,119.439,1258.573,651.378,1680.689
